omega,RAS_DMFT_metal,QUANTY_metal,RAS_DMFT_insulator,QUANTY_insulator
0.462,0.6756971040809974,0.6753077189579131,2.8716141483787138e-6,2.8719186648412913e-6
0.495,0.8350272768797596,0.792263901958656,2.448210455463726e-7,2.4378156347364207e-7
0.528,1.0526249419161315,0.9523362072040499,3.042962239379071e-8,1.987889695416761e-8
0.561,1.3365304553302377,1.167708484154894,1.1471049464354893e-7,2.6972650217244784e-8
0.594,1.674993174674751,1.442222111958046,8.490140800265954e-7,2.3260438571048692e-7
0.627,2.0261568271506083,1.7604407656793728,5.4255406593594335e-6,1.771213422373347e-6
0.66,2.3204689904618085,2.0792754694088798,2.9706914636887163e-5,1.1459756844710806e-5
0.693,2.4823294209719857,2.3316790308339828,0.00013958747269650142,6.302911047011553e-5
0.726,2.4639153624460306,2.447908600884627,0.0005640112673129828,0.000294943031829055
0.759,2.271070319549122,2.3871500720409022,0.0019645911083389046,0.0011755433884865177
0.792,1.9626644931949007,2.1604620024438113,0.005917899970118246,0.003996542443185764
0.825,1.6227959234474227,1.8282630706947378,0.015477625880318932,0.01161449791559031
0.858,1.3242628948216508,1.4730592454807379,0.03532492708604086,0.028945715121871624
0.891,1.105055352178852,1.1655292008723983,0.07080928345739616,0.062173837610943104
0.924,0.966735330891179,0.9438152374374023,0.1256732140264852,0.11599979291913917
0.957,0.88836334727451,0.8127444077931859,0.1994660140627893,0.1902251643320932
0.99,0.8436725920598944,0.7558325260454462,0.28651089598188006,0.2788014472821273
1.023,0.8126455009060769,0.7489472790851652,0.37755012391907905,0.37285650039766294
1.056,0.7851335582088907,0.7691245980131816,0.4632114362178579,0.464573434450543
1.089,0.758730900997597,0.7979970461824819,0.5371308424727083,0.5475411885482245
1.122,0.7345640681627613,0.822144727407558,0.5971149639209332,0.614763349286235
1.155,0.7138687612163352,0.8326292936527867,0.6442950225641871,0.6601808590409197
1.188,0.6965223035841379,0.8248287984789666,0.6813337930586638,0.6846258285651342
1.221,0.6812213424719764,0.7985451963121156,0.7108556824010571,0.6987131378380976
1.254,0.6663454177806286,0.7576710239565477,0.7347124137721273,0.7167078075512164
1.287,0.6506919650822223,0.7088228432475061,0.754018392276671,0.7458543856696506
1.32,0.6337593324325134,0.659147883797632,0.7695122491216391,0.7808801776160093
1.353,0.6156460956940994,0.6142143411879288,0.7818382733912728,0.8080710319301466
1.386,0.5967662386069169,0.5768657528795647,0.7916057596767242,0.8156864006819526
1.419,0.5775552855160666,0.5472878917973851,0.7993089477964869,0.8037350637754845
1.452,0.5582935724731657,0.5238962515749322,0.805243394630159,0.7857735916354629
1.485,0.5390969819147856,0.5044212537840871,0.8094999634610486,0.7795182420236924
1.518,0.5200030068235217,0.4867338641259154,0.8120627687835028,0.7924434987863864
1.551,0.5010189216119985,0.46926254244110577,0.8129765834393381,0.8152920083584616
1.584,0.482089270194885,0.4510882434949879,0.812464075957992,0.8306150232771734
1.617,0.46306392163046295,0.4318886827725147,0.8108704117905843,0.8285475696884398
1.65,0.4437390320003419,0.4118551959917083,0.8084696825528356,0.8142041055720214
1.683,0.42394113067486466,0.39158580131336135,0.8053258980556296,0.8000907883453259
1.716,0.4035816219218103,0.37187829186961463,0.8013438770464104,0.7930026670767635
1.749,0.3826541733096042,0.35340543919482226,0.7964383344933381,0.7897018301910366
1.782,0.361200977856837,0.3363914213172482,0.7906521766339207,0.7843057374998038
1.815,0.3392878885412597,0.32048495181222314,0.7841403926970344,0.776896501505361
1.848,0.31700732096425804,0.3049439862399391,0.7770618054224525,0.7728759630983019
1.881,0.2944969734922663,0.2890235061020662,0.7694818871641966,0.7745881986115428
1.914,0.2719530311736372,0.27231116167139374,0.7613676910875128,0.7760349825380404
1.947,0.2496299248715668,0.2548367369491666,0.7526639116116671,0.7677948736601324
1.98,0.22782975392955906,0.23694969071524205,0.7433609366472183,0.7471733595550429
2.013,0.2068825661152017,0.2190890354479368,0.7334935177635528,0.7223443036965156
2.046,0.18711504149192754,0.20160840659523557,0.7230983901124293,0.7057259097387356
2.079,0.16881014301899033,0.18471878274335848,0.712190813662043,0.7028756248816114
2.112,0.15216806099632743,0.16851879914015727,0.7007769536227434,0.7073347832399979
2.145,0.13728165916587154,0.15307767175899675,0.6888756340643849,0.7062450309205713
2.178,0.12413506021064527,0.13849922384563304,0.6765219692613264,0.6915413743332167
2.211,0.11262433968129197,0.12491014854454932,0.6637516605006915,0.6664624836827754
2.244,0.10259205334740061,0.11242742511880263,0.6505779473923136,0.642043794276807
2.277,0.09386172432572143,0.10114949379432853,0.6369707897756888,0.6273198031966157
2.31,0.08626014539673,0.09114071361760966,0.6228508980123431,0.6217258568230414
2.343,0.07962717536337634,0.08242146624552452,0.6081089925013434,0.6162654761638793
2.376,0.07381839724406526,0.07497842044141002,0.5926493894365598,0.6024072921430987
2.409,0.06870603195423931,0.06875196374340602,0.5764365077681789,0.5798975262012087
2.442,0.06418165007752345,0.06362017122101998,0.5595105756716675,0.5558903396910408
2.475,0.06015832591857942,0.05942516779754966,0.5419570419692156,0.5372697285404012
2.508,0.056570709184590666,0.05599091161585656,0.5238341651242251,0.5242008466597626
2.541,0.053372111801660085,0.05311373296126293,0.5050924611029781,0.5105963924087612
2.574,0.05052581181775882,0.05059568416740199,0.4855493666897068,0.49063240037862804
2.607,0.04799538276362406,0.04829725048440228,0.46494559429823684,0.46463760520636294
2.64,0.04573952216074718,0.046133480161421894,0.443035322201686,0.4379388230504773
2.673,0.04371125033542038,0.04405846042410719,0.4196228769109008,0.4143162623514458
2.706,0.04186347101426703,0.04207722803941179,0.3944953235073737,0.39210173722190145
2.739,0.040156809979642036,0.04021898526485843,0.3672956884777653,0.36678350330166354
2.772,0.03856233349072299,0.03848565998322846,0.33742927569017483,0.33581097339942756
2.805,0.03706156611101887,0.036863152525493555,0.3040897576933264,0.30003273578525125
2.838,0.03564401847033253,0.0353502374817881,0.26650829305494933,0.2613791994236804
2.871,0.03430129653294264,0.033932152800214346,0.22450400355900962,0.22054391701554024
2.904,0.03302472449425586,0.03257094405795079,0.17920522437837366,0.17749991790481434
2.937,0.031805016096359044,0.031249747157647452,0.13345377941498515,0.13367714761350866
2.97,0.03062992127310165,0.029974769677506275,0.09130531783021822,0.09264684587111296
3.003,0.029485900758465782,0.02873308527854994,0.05659798140138713,0.05840240524809901
3.036,0.02836132188871986,0.027507299316776992,0.0314130633262665,0.033210552820706014
3.069,0.027245792463317202,0.026312158743066087,0.015462479525733302,0.01691157728054383
3.102,0.026131821335196724,0.02516252387754,0.00670210568671668,0.007654357937125893
3.135,0.02501666707757041,0.024041692031494432,0.0025509788103039075,0.003060599816546586
3.168,0.023899256443749423,0.022941661744439335,0.0008670787772429717,0.0010809825012166943
3.201,0.022780191852937445,0.02188262577866033,0.0002978586070681651,0.00034223408868469936
3.234,0.021663603982162615,0.02086657329414864,0.00015735908581293205,0.0001015336159939054
3.267,0.0205535998845431,0.01987098443876756,0.00015454895562278466,3.0971304174378494e-5
3.3,0.01945330515709315,0.018897463105426997,0.00017978021976328184,1.1507124002743392e-5
